"Full_name","SP","FG","Habitat","drainage","Sex","Fish_w_g","Length","T_Length","SampleWeight","d15N","d15N_sd","d13C","d13C_sd","EN","EC","Date_Collected","Date.Processed","d13Cb","CNratio","d15Nb","d15N.Gr","d15N.Sh","d13C.Gr","d13C.Sh"
"Quare-HP-R","K","Killifish","KGP","Quare","F",0.204,23.6,28.35,0.719,7.056846986,0.051842159,-26.11019944,0.084429435,12.47201375,45.7177,"3/22/2017","3/22/2017",-27.879064005,3.665622963,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-S","K","Killifish","KGP","Quare","F",0.161,22.63,26.44,0.814,6.931566958,0.051842159,-26.47184068,0.084429435,12.42391375,40.3465,"3/22/2017","3/22/2017",-27.879064005,3.247487129,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-T","K","Killifish","KGP","Quare","J",0.143,19.71,23.95,0.769,7.250151007,0.051842159,-28.2270558,0.084429435,12.00631375,41.0108,"3/22/2017","3/22/2017",-27.879064005,3.415769474,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-U","K","Killifish","KGP","Quare","J",0.139,20.39,24.93,0.68,6.63491209,0.051842159,-27.88619075,0.084429435,12.57851375,41.7702,"3/22/2017","3/22/2017",-27.879064005,3.320757987,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-V","K","Killifish","KGP","Quare","J",0.121,18.74,23.71,0.688,6.97575662,0.170974867,-26.04185591,0.098426474,12.27012,44.64248,"3/22/2017","3/22/2017",-27.879064005,3.638308346,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-W","K","Killifish","KGP","Quare","F",0.15,21.33,25.07,0.753,7.297628555,0.051842159,-26.87133966,0.084429435,12.21601375,42.7962,"3/22/2017","3/22/2017",-27.879064005,3.503286823,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-X","K","Killifish","KGP","Quare","F",0.134,20.23,23.84,0.678,7.2493415,0.170974867,-25.1379612,0.098426474,11.14142,36.54368,"3/22/2017","3/22/2017",-27.879064005,3.279984059,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-Y","K","Killifish","KGP","Quare","J",0.062,16.23,18.71,0.679,7.073271959,0.051842159,-27.94727475,0.084429435,11.97051375,44.7181,"3/22/2017","3/22/2017",-27.879064005,3.735687618,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Quare-HP-Z","K","Killifish","KGP","Quare","J",0.059,15.46,18.85,0.622,6.882792078,0.183547987,-26.61249227,0.080768958,12.6125375,44.449425,"3/22/2017","3/22/2017",-27.879064005,3.524225399,3.378000944,3.386945602,3.369056286,-27.73229068,-28.02583733
"Rainbow-KG-1","G","Guppy","KG.nat","Guanapo","F",0.065,14.48,NA,0.689,6.586531047,0.113189511,-31.35350616,0.094978363,10.91677143,43.98742857,"4/7/2017","4/7/2017",-29.17247945,4.029344102,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-10","G","Guppy","KG.nat","Guanapo","F",0.047,12.99,NA,0.842,6.181403146,0.17537733,-29.15903645,0.141761925,9.20337,38.400275,"4/7/2017","4/7/2017",-29.17247945,4.172414561,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-11","G","Guppy","KG.nat","Guanapo","M",0.094,17.23,NA,0.251,6.591209643,0.178618678,-28.09554196,0.165119009,10.34684,41.81706364,"4/7/2017","4/7/2017",-29.17247945,4.041529939,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-13","G","Guppy","KG.nat","Guanapo","F",0.057,13.47,NA,0.822,5.826084339,0.14433061,-30.38202041,0.046300781,7.982225714,36.41618571,"4/7/2017","4/7/2017",-29.17247945,4.562159355,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-15","G","Guppy","KG.nat","Guanapo","M",0.096,15.97,NA,0.507,7.726012283,0.178618678,-29.01725185,0.165119009,7.1053,33.55666364,"4/7/2017","4/7/2017",-29.17247945,4.722765209,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-16","G","Guppy","KG.nat","Guanapo","F",0.033,12.43,NA,0.338,7.12810167,0.36813125,-26.8803789,0.128553567,11.896,43.42045455,"4/7/2017","4/7/2017",-29.17247945,3.650004585,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-19","G","Guppy","KG.nat","Guanapo","J",0.041,13.41,NA,0.371,7.525347048,0.36813125,-26.29766282,0.128553567,9.08801,44.69035455,"4/7/2017","4/7/2017",-29.17247945,4.917507193,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-2","G","Guppy","KG.nat","Guanapo","F",0.062,15.06,NA,0.397,6.307475427,0.178618678,-29.9881667,0.165119009,11.31964,43.36376364,"4/7/2017","4/7/2017",-29.17247945,3.830842998,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-20","G","Guppy","KG.nat","Guanapo","F",0.06,14.87,NA,0.754,7.468919889,0.17537733,-27.83214317,0.141761925,10.36015,46.976375,"4/7/2017","4/7/2017",-29.17247945,4.53433348,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-21","G","Guppy","KG.nat","Guanapo","J",0.038,13,NA,0.679,5.342356795,0.17537733,-30.24080983,0.141761925,10.52045,43.838075,"4/7/2017","4/7/2017",-29.17247945,4.166939152,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-22","G","Guppy","KG.nat","Guanapo","M",0.101,17.07,NA,0.607,6.504410502,0.183547987,-30.40139721,0.080768958,12.7845375,46.737925,"4/7/2017","4/7/2017",-29.17247945,3.655816646,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-23","G","Guppy","KG.nat","Guanapo","F",0.121,17.82,NA,0.645,7.022050589,0.17537733,-29.04491485,0.141761925,10.16105,38.466075,"4/7/2017","4/7/2017",-29.17247945,3.785639771,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-24","G","Guppy","KG.nat","Guanapo","F",0.138,18.32,NA,0.483,7.589770659,0.36813125,-29.01648177,0.128553567,11.4423,39.87495455,"4/7/2017","4/7/2017",-29.17247945,3.48487232,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-25","G","Guppy","KG.nat","Guanapo","F",0.131,17.81,NA,0.318,8.946246222,0.178618678,-28.26162431,0.165119009,10.14984,36.45186364,"4/7/2017","4/7/2017",-29.17247945,3.591373227,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-26","G","Guppy","KG.nat","Guanapo","F",0.132,18.64,NA,0.771,7.320134485,0.17537733,-28.57217655,0.141761925,10.55415,39.636275,"4/7/2017","4/7/2017",-29.17247945,3.755515603,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-27","G","Guppy","KG.nat","Guanapo","F",0.034,11.64,NA,0.514,7.377623442,0.17537733,-27.12882439,0.141761925,10.73755,38.620475,"4/7/2017","4/7/2017",-29.17247945,3.596767885,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-28","G","Guppy","KG.nat","Guanapo","F",0.035,12.44,NA,0.905,6.974049522,0.17537733,-30.3602053,0.141761925,11.33385,41.271675,"4/7/2017","4/7/2017",-29.17247945,3.641452375,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-29","G","Guppy","KG.nat","Guanapo","F",0.129,18.87,NA,0.259,7.784542537,0.178618678,-27.80299589,0.165119009,11.78874,41.02326364,"4/7/2017","4/7/2017",-29.17247945,3.479868386,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-3","G","Guppy","KG.nat","Guanapo","F",0.041,12.88,NA,0.396,6.293431041,0.113189511,-29.56287786,0.094978363,10.37577143,47.17242857,"4/7/2017","4/7/2017",-29.17247945,4.546402058,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-30","G","Guppy","KG.nat","Guanapo","F",0.22,21.83,NA,0.897,7.079265499,0.17537733,-28.22788871,0.141761925,10.49765,39.812375,"4/7/2017","4/7/2017",-29.17247945,3.79250356,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-31","G","Guppy","KG.nat","Guanapo","F",0.21,22,NA,0.511,6.821929918,0.36813125,-27.97296581,0.128553567,10.2453,36.53855455,"4/7/2017","4/7/2017",-29.17247945,3.566372341,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-32","G","Guppy","KG.nat","Guanapo","F",0.247,22.25,NA,0.914,7.338689034,0.113189511,-30.10579501,0.094978363,9.958871429,43.65782857,"4/7/2017","4/7/2017",-29.17247945,4.383812853,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-4","G","Guppy","KG.nat","Guanapo","F",0.114,17.19,NA,0.317,7.640316107,0.36813125,-28.14751236,0.128553567,11.0237,39.54835455,"4/7/2017","4/7/2017",-29.17247945,3.587575364,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-5","G","Guppy","KG.nat","Guanapo","F",0.098,16.74,NA,0.741,8.233338704,0.14433061,-26.38902255,0.046300781,11.39418571,38.41758571,"4/7/2017","4/7/2017",-29.17247945,3.371683302,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-6","G","Guppy","KG.nat","Guanapo","F",0.029,11.11,NA,0.751,6.576240766,0.183547987,-28.55653069,0.080768958,12.8749375,44.132225,"4/7/2017","4/7/2017",-29.17247945,3.427762271,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-7","G","Guppy","KG.nat","Guanapo","F",0.038,12.18,NA,0.269,6.674714961,0.17537733,-29.11408687,0.141761925,9.43346,33.494875,"4/7/2017","4/7/2017",-29.17247945,3.550645786,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-8","G","Guppy","KG.nat","Guanapo","F",0.039,12.69,NA,0.789,5.765412308,0.17537733,-29.47230048,0.141761925,9.45354,38.227375,"4/7/2017","4/7/2017",-29.17247945,4.043710081,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-9","G","Guppy","KG.nat","Guanapo","M",0.076,14.97,NA,0.589,7.140949551,0.183547987,-26.80795929,0.080768958,6.9130675,30.852625,"4/7/2017","4/7/2017",-29.17247945,4.462942825,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-A","K","Killifish","KG.nat","Guanapo","M",7.07,72.7,87.63,0.367,8.730990923,0.36813125,-25.7964416,0.128553567,13.0927,41.62125455,"4/15/2017","4/15/2017",-29.17247945,3.178966489,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-AA","K","Killifish","KG.nat","Guanapo","J",0.049,14.07,17.36,0.398,6.852564276,0.36813125,-28.06743541,0.128553567,8.77516,40.85675455,"4/15/2017","4/15/2017",-29.17247945,4.655955509,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-B","K","Killifish","KG.nat","Guanapo","F",2.724,54.62,65.45,0.718,8.211280411,0.183547987,-26.7120568,0.080768958,10.3483375,34.802025,"4/15/2017","4/15/2017",-29.17247945,3.363054694,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-BB","K","Killifish","KG.nat","Guanapo","J",0.049,14.89,18.05,0.503,6.108200995,0.17537733,-28.27983244,0.141761925,11.78935,42.281275,"4/15/2017","4/15/2017",-29.17247945,3.586395772,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-C","K","Killifish","KG.nat","Guanapo","F",1.546,45.98,55.82,0.87,7.900580088,0.11936043,-26.13820763,0.135791825,11.73034286,38.26107143,"4/15/2017","4/15/2017",-29.17247945,3.261718084,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-E","K","Killifish","KG.nat","Guanapo","M",3.502,58.19,68.69,0.41,8.582520188,0.36813125,-25.5194604,0.128553567,11.7061,37.39035455,"4/15/2017","4/15/2017",-29.17247945,3.194091503,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-EE","K","Killifish","KG.nat","Guanapo","J",0.031,11.94,14.66,0.395,6.895196213,0.17537733,-27.33978957,0.141761925,10.70405,38.840875,"4/15/2017","4/15/2017",-29.17247945,3.62861487,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-F","K","Killifish","KG.nat","Guanapo","F",2.775,55.39,67.68,0.868,7.891656869,0.11936043,-25.97518874,0.135791825,11.21384286,36.93057143,"4/15/2017","4/15/2017",-29.17247945,3.293302028,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-G","K","Killifish","KG.nat","Guanapo","M",2.171,50.19,60.84,0.55,8.351228112,0.183547987,-26.27300875,0.080768958,12.5227375,41.990025,"4/15/2017","4/15/2017",-29.17247945,3.353102706,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-H","K","Killifish","KG.nat","Guanapo","F",4.104,62.86,73.82,0.859,8.881328747,0.14433061,-25.88064801,0.046300781,11.23038571,38.69208571,"4/15/2017","4/15/2017",-29.17247945,3.445303367,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-I","K","Killifish","KG.nat","Guanapo","M",1.452,45.82,54.29,0.808,8.274145017,0.14433061,-25.74695975,0.046300781,9.814245714,32.97958571,"4/15/2017","4/15/2017",-29.17247945,3.360379052,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-K","K","Killifish","KG.nat","Guanapo","M",0.713,35.47,44.14,0.694,7.841168971,0.14433061,-26.20677783,0.046300781,11.36078571,37.75728571,"4/15/2017","4/15/2017",-29.17247945,3.32347486,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-L","K","Killifish","KG.nat","Guanapo","F",0.962,40.22,48.94,0.682,7.266260981,0.14433061,-25.65191053,0.046300781,11.84128571,38.60108571,"4/15/2017","4/15/2017",-29.17247945,3.259872842,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-M","K","Killifish","KG.nat","Guanapo","M",0.838,37.69,46.07,0.844,7.771936104,0.17537733,-26.1641329,0.141761925,12.08875,40.020475,"4/15/2017","4/15/2017",-29.17247945,3.310555268,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-N","K","Killifish","KG.nat","Guanapo","M",0.652,33.99,42.19,0.264,8.055487771,0.36813125,-26.40936594,0.128553567,11.1923,35.35875455,"4/15/2017","4/15/2017",-29.17247945,3.159203608,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-O","K","Killifish","KG.nat","Guanapo","M",0.45,30.31,37.36,0.538,8.369832317,0.113189511,-26.58926948,0.094978363,12.05277143,40.95942857,"4/15/2017","4/15/2017",-29.17247945,3.398341105,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-P","K","Killifish","KG.nat","Guanapo","F",0.782,36.26,44.25,0.544,8.34005543,0.14433061,-26.78000245,0.046300781,12.27408571,42.96168571,"4/15/2017","4/15/2017",-29.17247945,3.50019437,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-Q","K","Killifish","KG.nat","Guanapo","M",0.641,33.21,41.07,0.832,8.247877984,0.14433061,-26.41712118,0.046300781,12.18128571,39.83968571,"4/15/2017","4/15/2017",-29.17247945,3.270564918,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-R","K","Killifish","KG.nat","Guanapo","F",0.445,29.63,36.23,0.25,9.309218403,0.36813125,-26.53686347,0.128553567,11.6692,37.80825455,"4/15/2017","4/15/2017",-29.17247945,3.240003989,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-T","K","Killifish","KG.nat","Guanapo","F",0.359,28.54,34.43,0.374,8.668856199,0.36813125,-26.76628688,0.128553567,12.0268,40.62115455,"4/15/2017","4/15/2017",-29.17247945,3.37755301,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-V","K","Killifish","KG.nat","Guanapo","M",0.216,23.52,28.91,0.554,7.848099193,0.113189511,-26.50087145,0.094978363,11.71807143,40.18622857,"4/15/2017","4/15/2017",-29.17247945,3.429423418,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-W","K","Killifish","KG.nat","Guanapo","M",0.289,25.66,31.71,0.317,8.640139394,0.178618678,-26.62024731,0.165119009,10.20784,34.64786364,"4/15/2017","4/15/2017",-29.17247945,3.39424047,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-X","K","Killifish","KG.nat","Guanapo","J",0.121,18.99,23.65,0.432,7.068837981,0.17537733,-26.66484249,0.141761925,12.88465,39.144175,"4/15/2017","4/15/2017",-29.17247945,3.038047211,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KG-Z","K","Killifish","KG.nat","Guanapo","J",0.094,17.25,21.7,0.224,6.877394395,0.178618678,-26.64015119,0.165119009,9.61274,35.00186364,"4/15/2017","4/15/2017",-29.17247945,3.641195293,3.522009865,3.053277445,3.990742285,-30.55384579,-27.79111311
"Rainbow-KO-A","K","Killifish","KO","Guanapo","M",14.664,85.38,104.36,0.956,8.775178716,0.113189511,-26.10550016,0.094978363,12.20977143,43.12912857,"4/15/2017","4/16/2017",-28.649265915,3.532345288,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-B","K","Killifish","KO","Guanapo","M",1.762,46.44,57.28,0.46,8.324065051,0.36813125,-26.26483298,0.128553567,11.311,37.22335455,"4/15/2017","4/16/2017",-28.649265915,3.290898643,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-BB","K","Killifish","KO","Guanapo","J",0.045,13.44,16.24,0.609,7.280981881,0.11936043,-26.75117634,0.135791825,11.68354286,41.04217143,"4/15/2017","4/16/2017",-28.649265915,3.512819008,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-C","K","Killifish","KO","Guanapo","M",0.997,39.07,48.93,0.863,8.319287264,0.17537733,-26.65157138,0.141761925,12.06655,43.176875,"4/15/2017","4/16/2017",-28.649265915,3.578228657,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-CC","K","Killifish","KO","Guanapo","J",0.047,14.53,17.76,0.487,7.002278556,0.178618678,-25.97895478,0.165119009,4.11889,18.39596364,"4/15/2017","4/16/2017",-28.649265915,4.466243001,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-D","K","Killifish","KO","Guanapo","M",1.112,40.35,49.03,0.468,8.610310928,0.178618678,-26.30984067,0.165119009,11.71024,39.99036364,"4/15/2017","4/16/2017",-28.649265915,3.414990951,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-DD","K","Killifish","KO","Guanapo","J",0.036,12.45,15.2,0.427,7.821325974,0.113189511,-27.39334327,0.094978363,10.61297143,43.26762857,"4/15/2017","4/16/2017",-28.649265915,4.076862815,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-E","K","Killifish","KO","Guanapo","F",1.297,44.55,53.33,0.851,8.427495118,0.113189511,-26.07967178,0.094978363,11.19287143,38.89812857,"4/15/2017","4/16/2017",-28.649265915,3.475259125,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-EE","K","Killifish","KO","Guanapo","J",0.027,12.57,15.35,0.462,6.569043007,0.17537733,-26.82944678,0.141761925,11.54705,37.677575,"4/15/2017","4/16/2017",-28.649265915,3.262961103,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-F","K","Killifish","KO","Guanapo","M",4.573,62.06,74.83,0.752,8.064605403,0.14433061,-26.90916122,0.046300781,10.37118571,38.71168571,"4/15/2017","4/16/2017",-28.649265915,3.732619083,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-G","K","Killifish","KO","Guanapo","M",1.873,48.18,57.86,0.716,7.71340215,0.072273015,-26.58718672,0.069769955,11.99136429,36.37085714,"4/15/2017","4/16/2017",-28.649265915,3.033087502,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-GG","K","Killifish","KO","Guanapo","J",0.068,15.5,19.82,0.257,8.25016636,0.178618678,-26.59452612,0.165119009,11.08464,36.50656364,"4/15/2017","4/16/2017",-28.649265915,3.293437012,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-H","K","Killifish","KO","Guanapo","F",1.437,44.58,53.83,0.623,7.41865799,0.183547987,-26.08663511,0.080768958,28.8856375,103.728225,"4/15/2017","4/16/2017",-28.649265915,3.590996564,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-I","K","Killifish","KO","Guanapo","M",6.374,73.31,88.43,0.668,8.042225397,0.14433061,-25.24996782,0.046300781,12.78898571,41.64648571,"4/15/2017","4/16/2017",-28.649265915,3.256433829,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-J","K","Killifish","KO","Guanapo","F",4.221,61.82,73.25,0.737,8.254573916,0.14433061,-26.13775193,0.046300781,11.34908571,37.98768571,"4/15/2017","4/16/2017",-28.649265915,3.347202292,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-K","K","Killifish","KO","Guanapo","M",9.331,74.45,91.21,0.633,7.500775678,0.14433061,-25.61162635,0.046300781,10.56018571,35.44678571,"4/15/2017","4/16/2017",-28.649265915,3.356644161,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-L","K","Killifish","KO","Guanapo","M",2.057,48.12,58.69,0.76,7.870353958,0.072273015,-26.70740754,0.069769955,12.12616429,37.40275714,"4/15/2017","4/16/2017",-28.649265915,3.084467294,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-M","K","Killifish","KO","Guanapo","M",1.185,41.77,50.26,0.899,7.889726217,0.14433061,-26.38377527,0.046300781,12.56098571,44.08028571,"4/15/2017","4/16/2017",-28.649265915,3.509301477,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-N","K","Killifish","KO","Guanapo","M",0.944,38.53,46.55,0.722,8.611806232,0.11936043,-25.99218894,0.135791825,11.67184286,38.06807143,"4/15/2017","4/16/2017",-28.649265915,3.261530496,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-O","K","Killifish","KO","Guanapo","M",0.656,34.09,41.43,0.743,7.73791147,0.14433061,-27.52169069,0.046300781,10.54428571,37.22068571,"4/15/2017","4/16/2017",-28.649265915,3.529939033,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-P","K","Killifish","KO","Guanapo","M",0.603,33.84,40.71,0.714,7.585484618,0.14433061,-28.28604292,0.046300781,12.72388571,42.00148571,"4/15/2017","4/16/2017",-28.649265915,3.300995204,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-Q","K","Killifish","KO","Guanapo","M",0.851,37.53,46.25,0.305,7.262224554,0.36813125,-26.86908682,0.128553567,11.7201,39.20685455,"4/15/2017","4/16/2017",-28.649265915,3.345266213,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-R","K","Killifish","KO","Guanapo","F",0.886,38.55,46.68,0.714,8.590850028,0.14433061,-26.57494083,0.046300781,11.81988571,41.95098571,"4/15/2017","4/16/2017",-28.649265915,3.549187084,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-T","K","Killifish","KO","Guanapo","F",0.59,33.75,40.92,0.85,8.020744116,0.11936043,-27.40298882,0.135791825,11.14554286,39.71027143,"4/15/2017","4/16/2017",-28.649265915,3.562883561,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-U","K","Killifish","KO","Guanapo","F",0.221,23.86,29.42,0.332,7.136596264,0.178618678,-26.25535109,0.165119009,12.15504,38.22856364,"4/15/2017","4/16/2017",-28.649265915,3.145079213,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-V","K","Killifish","KO","Guanapo","F",0.183,22.52,27.17,1.115,7.026929863,0.14433061,-26.18758228,0.046300781,11.42068571,41.06708571,"4/15/2017","4/16/2017",-28.649265915,3.595851137,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-X","K","Killifish","KO","Guanapo","J",0.116,19.56,24.01,0.413,6.880736748,0.17537733,-26.00204343,0.141761925,10.85365,35.059375,"4/15/2017","4/16/2017",-28.649265915,3.230192147,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-Y","K","Killifish","KO","Guanapo","J",0.085,17.3,21.72,0.708,7.127072964,0.11936043,-26.8188652,0.135791825,11.79584286,42.18807143,"4/15/2017","4/16/2017",-28.649265915,3.5765203,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Rainbow-KO-Z","K","Killifish","KO","Guanapo","J",0.081,16.52,21.01,0.872,6.648951656,0.072273015,-27.17450301,0.069769955,11.84796429,37.36435714,"4/15/2017","4/16/2017",-28.649265915,3.153652074,3.944545478,4.083818876,3.80527208,-28.65649907,-28.64203276
"Taylor-Intro-1","G","Guppy","KG.exp","Guanapo","F",0.09,16.67,NA,0.659,6.158641198,0.051842159,-27.16846624,0.084429435,11.19471375,45.4032,"4/2/2017","4/2/2017",-28.767934455,4.055771413,4.091786671,4.563946956,3.619626386,-28.0557738,-29.48009511
"Taylor-Intro-10","G","Guppy","KG.exp","Guanapo","M",0.102,17.35,NA,0.844,6.704934786,0.051842159,-27.45290085,0.084429435,10.57671375,43.7137,"4/2/2017","4/2/2017",-28.767934455,4.133013432,4.091786671,4.563946956,3.619626386,-28.0557738,-29.48009511
"Taylor-Intro-11","G","Guppy","KG.exp","Guanapo","M",0.086,17.11,NA,0.749,6.851491071,0.183547987,-25.42400254,0.080768958,10.6874375,37.969525,"4/2/2017","4/2/2017",-28.767934455,3.55272487,4.091786671,4.563946956,3.619626386,-28.0557738,-29.48009511
"Taylor-Intro-12","G","Guppy","KG.exp","Guanapo","M",0.124,18.25,NA,0.842,7.015925038,0.051842159,-27.21720144,0.084429435,10.59991375,43.8176,"4/2/2017","4/2/2017",-28.767934455,4.133769485,4.091786671,4.563946956,3.619626386,-28.0557738,-29.48009511
"Taylor-Intro-13","G","Guppy","KG.exp","Guanapo","F",0.045,12.43,NA,0.796,6.363766433,0.051842159,-27.44186882,0.084429435,11.46731375,44.8224,"4/2/2017","4/2/2017",-28.767934455,3.908709657,4.091786671,4.563946956,3.619626386,-28.0557738,-29.48009511
"Taylor-Intro-14","G","Guppy","KG.exp","Guanapo","F",0.022,10.18,NA,0.635,6.922700396,0.183547987,-26.71371805,0.080768958,11.2730375,44.163725,"4/2/2017","4/2/2017",-28.767934455,3.917641984,4.091786671,4.563946956,3.619626386,-28.0557738,-29.48009511
